name_book,avtor,rating,count_favourites,count_views,age_restriction,comments_count,publication_date,pages,price,target
Землянка звёздных принцев,Леся Тихомирова,247.0,2646,27274,18+,38,20.11.2024,28,0.0,245
Очень плохой мальчик,Юлианна Орлова,1051.0,4528,190799,18+,217,07.10.2024,85,129.0,1005
Будет по-моему,Кристина Майер,3390.0,8290,801925,18+,167,31.10.2022,164,159.0,3002
Ты - наша,Мария Зайцева,5402.0,19805,1989598,18+,1980,16.05.2024,318,0.0,4604
Бывшие. Сердце помнит,Зоя Астэр,761.0,3902,343395,18+,422,10.09.2024,132,119.0,757
Развод с монстром,Анна Владимирова,995.0,4667,143938,18+,371,18.09.2024,122,119.0,937
Будешь моей игрушкой,Инна Стужева,3832.0,21342,1129360,0,0,01.07.2024,273,129.0,3752
Развод. Я тебя не отпущу,Ирина Манаева (Dulsinta),448.0,2285,41358,0,95,02.12.2024,22,0.0,368
Заботы Элли Рэйт,Полина Ром,593.0,3462,27786,0,136,26.11.2024,37,0.0,495
Ненужная истинная дракона. Хозяйка Солнечного поместья,Адриана Дари,972.0,5168,361276,0,380,17.07.2024,271,139.0,966
Измена. Прощай (не) любимый,Зоя Астэр,1038.0,4742,322082,0,597,12.10.2024,84,119.0,1030
Измена. Ты не смог ее забыть,Лада Зорина,819.0,4341,229949,0,551,08.10.2024,96,119.0,817
Травница для дракона. Зелье или жизнь,Мария Минц,377.0,3587,36840,0,97,29.10.2024,28,0.0,367
Милфа,Маша Малиновская,526.0,2498,7264,18+,70,04.12.2024,10,0.0,481
"Попаданка-огородница, сорняк не пройдет!",Хелен Гуда,891.0,3907,146277,0,222,06.05.2024,151,159.0,739
Нелюбимая вторая жена,Айлина Якуба,811.0,3586,299779,18+,688,08.07.2024,189,169.0,783
Чудесный сад жены-попаданки,Лина Деева,1129.0,6478,300021,0,421,02.09.2024,184,139.0,1051
Измена. Я тебя (не) отпускаю,Нионилла Ржевская,519.0,2049,89570,18+,169,15.11.2024,37,0.0,455
Наследники для милорда,Мия Нуар,387.0,2924,55909,0,125,13.11.2024,53,0.0,375
Предначертанная звёздами,Терин Рем,746.0,4891,129509,18+,425,09.10.2024,111,139.0,698
Мажор и простушка,Юлианна Орлова,623.0,2908,77551,18+,98,31.10.2024,35,0.0,605
Предатель. Я не отдам тебе сына,Лада Зорина,775.0,3645,250850,0,307,02.09.2024,150,99.0,767
Лекарь для захватчика,Елена Ромова,1066.0,5510,202187,0,489,23.10.2024,102,119.0,958
Бывшие. Ты нам никто,Мария Высоцкая,527.0,2647,49127,0,217,11.11.2024,52,0.0,515
Запретная для авторитета. Ты будешь моей,Мила Младова,789.0,2397,186454,18+,36,09.08.2024,171,159.0,789
"Верни меня, миллиардер",Маша Кужель,847.0,3583,223332,18+,61,16.08.2024,175,159.0,845
Измена. У тебя другая,Линда Мэй,944.0,4208,147717,18+,566,29.10.2024,65,119.0,922
Землянка. Галактический отбор,Леся Тихомирова,716.0,5399,114075,18+,102,05.11.2024,61,119.0,676
Возлюбленная для чемпиона,Маша Кужель,1938.0,7484,413405,18+,52,10.04.2024,193,159.0,1936
"Не играй со мной, мажор",Кристина Майер,471.0,2543,7131,18+,71,04.12.2024,13,0.0,455
Факультет брошенных жён. Меж двух драконов,Елена Смертная,702.0,4928,181632,0,502,10.07.2024,166,119.0,698
Сладкое на ночь - вредно!,Tommy Glub,712.0,3052,150386,18+,296,28.09.2024,102,129.0,668
Измена. Я тебя (не) забуду,Алиса Лиман,1398.0,6257,319512,18+,311,06.08.2024,113,119.0,1394
Измена. Забудь обо мне,Хелен Кир,515.0,2552,57002,18+,128,11.11.2024,48,0.0,434
"Жена со скидкой, или Случайный брак",Алиса Ардова,56866.0,64588,12469341,0,18070,11.06.2020,417,159.0,29445
Только наша. Шесть звёзд землянки,Каролин Дейвуд,353.0,2036,37029,18+,308,20.10.2024,185,119.0,337
Мой отчим хочет меня,Юлианна Орлова,443.0,2332,71029,18+,53,01.12.2024,15,0.0,411
Девочка для Скорпиона,Наталья Шагаева,561.0,3094,24358,18+,105,02.12.2024,24,0.0,492
Причина бессонных ночей,Даша Коэн,1360.0,7695,235097,0,571,06.10.2024,121,0.0,1344
"Вот теперь ты пожалеешь, Кулакова!",Маргарита Дюжева,7754.0,10431,871085,0,1121,23.12.2019,201,155.0,3219
Измена. Моя. Ты не уйдёшь,Лика Мираж,924.0,4435,569227,18+,459,29.09.2023,154,149.0,907
Наследник от ненужной,Лана Кроу,2150.0,16336,797077,0,663,30.12.2023,125,0.0,2127
Бытовик в действии,Натали Лансон,14701.0,35876,4916838,0,3996,18.08.2023,407,0.0,13967
Развод. Он любит другую,Альбина Яблонская,1102.0,5726,561234,0,1935,28.05.2024,301,119.0,1042
Двойной шанс для истинной. Том 2,Татьяна Демидова,481.0,4116,97107,18+,88,30.08.2024,123,119.0,477
Уроки вежливости для косолапых,Виктория Победа,890.0,4471,105988,18+,341,05.10.2024,95,129.0,870
Хрустящие булочки от попаданки,Мария Минц,482.0,2955,93601,0,169,29.09.2024,79,119.0,450
Клеймо мажора,Любовь Попова,2427.0,6906,645690,18+,1727,27.02.2024,231,159.0,1961
Драконы космического флота,Татьяна Михаль,3370.0,7546,573570,0,1786,30.11.2022,297,159.0,2835
Измена в самое сердце.,Ксения Нежная,223.0,1936,6032,0,17,06.12.2024,9,0.0,221
Перед разводом,Селин Саади,291.0,1899,14485,18+,32,03.12.2024,18,0.0,263
Жена по ошибке,Алиса Ардова,61369.0,66367,9299585,0,17142,17.09.2019,310,159.0,31149
"Предатель, не делай больнее…",Анна Томченко,898.0,3967,229348,0,620,10.10.2024,108,119.0,886
Ссыльные лекари,Екатерина Стрелецкая,832.0,6025,226978,0,470,14.08.2024,147,129.0,808
На нее запрет. Дочка Шаха,Кристина Майер,3287.0,8762,1027592,18+,739,10.03.2023,176,159.0,2922
Неугодная жена дракона или забытое поместье для попаданки,Полина Никитина,631.0,6285,335604,0,474,02.09.2024,162,119.0,613
Развестись нельзя простить,Ира Орлова,267.0,2003,43139,0,51,23.11.2024,47,0.0,267
Измена. Несчастливый брак,Анна Царская,363.0,2095,53933,18+,148,25.10.2024,45,0.0,363
Вторая жена. Ты выбрал не нас,Оксана Барских,695.0,5469,234740,0,541,26.10.2024,54,119.0,685
Любовь Черного,Валерия Ангелос,6598.0,13224,1602509,18+,2249,22.12.2022,269,125.0,5403
После измены. Я всё смогу,Чарли Ви,983.0,4439,279498,18+,365,05.10.2024,98,119.0,973
Демон на одну ночь,Валентина Елисеева,1872.0,7028,252844,0,1870,17.06.2024,429,159.0,1746
"Магазинчик ""Дамская радость""",Кира Страйк,814.0,3743,177975,0,507,27.06.2024,267,129.0,802
Наследник олигарха,Марика Крамор,11246.0,14367,2490739,0,1826,14.09.2021,201,144.0,4608
Землянка в межмировой Академии,Ник Старр,2307.0,8099,295647,18+,299,04.09.2023,181,142.0,2154
Жена на замену,Сашетта Котляр,3055.0,14315,2314671,0,1116,08.02.2024,426,0.0,2954
Тренажер по соседству,Любовь Попова,19075.0,29230,9511605,18+,1582,17.02.2020,180,125.0,18252
Как нагадать жениха и проблемы,Елена Горская,2345.0,7655,411915,0,903,22.12.2023,251,159.0,1839
Хозяйка королевской таверны,Любовь Оболенская,557.0,3095,96417,0,269,06.09.2024,122,129.0,551
З А Т В О Р Н И К,Кристина Жиглата,437.0,2347,37723,18+,140,31.10.2024,50,0.0,427
Сармийская жена,Боярова Мелина,4293.0,8205,442121,0,1067,17.10.2019,264,159.0,2846
Содержанка. Книга 2,Ольга Вечная,8513.0,9417,1463025,18+,4458,27.02.2023,217,159.0,6218
Трофей звездных лордов,Мира Влади,513.0,3421,39069,18+,45,24.10.2024,65,0.0,511
"Подонок, ты будешь думать, что меня больше нет. Книга 2",Екатерина Юдина,17515.0,15603,1879066,18+,5655,17.10.2019,323,149.0,10371
Девочка Каина,Юлианна Орлова,7511.0,6651,666456,18+,687,31.05.2021,205,169.0,2799
Клеймо тирана,Любовь Попова,2166.0,5767,462763,18+,1004,07.07.2023,189,159.0,1907
Ночь с тобой. Неугасшие чувства,Марика Крамор,674.0,2454,80793,18+,162,05.07.2024,211,179.0,664
Спаситель из другой галактики,Тая Мару,291.0,2288,54279,18+,33,26.10.2024,72,119.0,291
Забытая невеста дракона,Надя Лахман,1366.0,5383,108734,0,371,08.11.2024,56,0.0,1083
"Кто ты, моя королева?",Ольга Островская,15671.0,10661,1618571,18+,0,11.04.2019,347,149.0,9935
Измена. Вторая жена моего дракона,Северина Рэй,2646.0,9733,818298,0,1092,13.06.2023,153,159.0,2235
Хозяйка замка на болотах,Анастасия Пенкина,233.0,2137,69269,0,89,18.11.2024,53,99.0,203
Отвергнутая жена Темного Князя. Хозяйка заброшенной усадьбы,Северина Рэй,807.0,8306,293546,0,199,24.10.2024,60,119.0,749
Измена. Подруга дочери,Ирина Манаева (Dulsinta),853.0,3419,233521,0,458,01.11.2024,85,119.0,745
Тихоня и Хулиган. Его запрет,Мария Высоцкая,833.0,3538,157613,0,481,25.09.2024,139,0.0,815
Во власти Ублюдков,Анюта Васильева,555.0,2722,210495,18+,126,03.01.2023,168,153.0,501
Верну свою жену,Яна Невинная,590.0,2450,104658,0,163,05.05.2023,174,159.0,571
Развод с ректором Академии,Кристина Юраш,1294.0,5480,380904,0,569,26.03.2024,167,149.0,1061
Опасные мужья для бракованной землянки,Ева Арманда,2769.0,11760,976148,18+,520,29.06.2024,166,159.0,2701
Ведьма повелителя драконов,Татьяна Озерова,633.0,5210,176032,18+,229,11.09.2024,111,0.0,633
После развода. Другая дверь,Екатерина Кариди,6159.0,12833,2601711,0,13819,25.07.2024,250,159.0,6023
"Бывшие. Докажи, что любишь",Чарли Ви,883.0,4084,168087,18+,230,08.09.2024,112,119.0,871
Возьму тебя в долг,Джулия Ромуш,3180.0,11645,1189103,18+,923,14.02.2023,174,125.0,2785
Аптекарский огород попаданки,Ри Даль,479.0,2860,49032,0,132,28.10.2024,51,0.0,415
Дамиан...,Екатерина Юдина,7489.0,11815,1168604,18+,2437,29.05.2021,190,159.0,4817
Порочное зачатие,Кира Лафф,2920.0,8564,1638703,18+,840,20.01.2023,298,159.0,2394
Измена. Меня нельзя разлюбить.,Саша Девятова,260.0,2000,24116,0,49,03.12.2024,22,0.0,258
Девочка Шаха,Кристина Майер,13842.0,17802,2249327,18+,1635,03.03.2020,178,159.0,8006
Хозяин ночи,Лана Морриган,797.0,3771,174458,18+,534,14.05.2024,202,119.0,755
Чистое везение,Марьяна Брай,494.0,2802,32712,0,112,27.11.2024,47,0.0,473
Личное дело полковника Багрова,Юлия Бузакина,624.0,2589,30936,0,278,16.11.2024,49,0.0,553
Портниха Эйриния,Юлия Шахрай,850.0,4762,240245,0,502,15.06.2024,185,159.0,832
Развод. Начну с начала,Элли Лартер,946.0,3943,175616,0,827,04.11.2024,68,119.0,928
